Category	Icon	Colour	Name	Source type	Source name	Overview pin	Zones	Requirements	Requires flying?	Added in	Projected popularity	Comments	Pins	Areas	See also
				Fished	Open water & schools	51.6, 51.1	Deepholm	Fishing	FALSE	Phase 1	2	Only occur in Deepholm in any liquid the zone has. Despite its amazing ability to live in lava and mercury, open water drop rates are quite bad around 10%, so you should consider looking for schools and fishing only there. They are mostly bundled on the east side of the zone, but you should also check Needlerock Chasm.		75.8, 31.5; 78.6, 40.4; 79.0, 44.5; 78.1, 53.7; 76.6, 54.6; 78.0, 43.9; 74.5, 41.5; 71.7, 42.8; 70.5, 48.6; 69.3, 46.0; 69.4, 42.7; 70.3, 41.3; 75.2, 40.4; 75.1, 34.7|70.9, 36.5; 70.9, 37.8; 68.4, 37.5; 68.4, 36.8|71.5, 58.4; 72.9, 58.9; 74.5, 60.3; 75.9, 64.6; 76.1, 66.8; 75.6, 67.8; 71.3, 63.6|67.5, 67.3; 68.6, 70.1; 71.5, 69.5; 71.0, 70.7; 70.2, 71.0; 67.4, 70.7; 66.8, 69.4|60.5, 57.0; 62.6, 62.2; 56.0, 59.0; 59.6, 56.4|47.0, 87.9; 47.9, 88.9; 47.5, 89.9; 45.2, 89.4; 46.4, 88.1|27.5, 27.3; 31.5, 31.2; 30.3, 35.1; 27.7, 40.4; 26.5, 41.8; 25.6, 37.5; 23.0, 35.1; 26.0, 31.9; 26.9, 30.1	
			Algaefin Rockfish												
				Drop	Gub's Catch	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Dropped by Gub, catcher of Gub's Catch. He is located on the bridge leading north to Hakkar's temple, immediately left after going straight at the entrance and crossing the first bridge. Always drops his catch which contains 18-20 of one of Fathom Eel, Deepsea Sagefish, Lavascale Catfish, or Algaefin Rockfish. There is only one Catch for the group to share, however, he does not lock you to Zul'Gurub when defeated and can be struck by multiple applications of the frost cauldron, making him easy to kill, reset, and farm.	41.3, 44.5		
				Fished	Ocean water	~	~	Fishing	FALSE	Phase 1	0	There are no schools of these, and they don't occur in schools of other fish. They can be caught in the Twilight Highlands, Tol Barad, Darkmoon Island, and Vashj'ir (by poking your head above water in a cave or ship.) Make sure your skill is top notch and don't be discouraged by the 10% drop rate as they are thankfully not all that useful anyway.			
			Basilisk "Liver"												
				Drop	Deepholm Basilisks	51.6, 51.1	Deepholm	~	FALSE	Phase 1	2	The best mob to farm is definitely Shalehide Basilisks to the north, even with the troggs around that apply a nasty debuff if you aren't watching. However, any high-level basilisk has a 50% chance to drop their "liver". Just watch out for prions when you eat them.		46.6, 17.4; 47.0, 22.8; 45.0, 28.8; 42.0, 32.6; 38.6, 32.8; 37.2, 31.6; 35.4, 25.8; 35.8, 22.2; 38.0, 19.8|72.4, 26.4; 73.6, 26.8; 74.0, 28.0; 69.0, 36.0; 68.6, 36.8; 68.4, 35.6; 69.0, 31.4|60.6, 81.6; 60.6, 83.0; 58.2, 88.6; 57.2, 88.6; 56.2, 85.6; 52.0, 85.2; 51.4, 83.2; 51.6, 81.2; 57.2, 83.2; 59.4, 81.8	
				Drop	Spinescale Basilisk	23.8, 40.6	Mount Hyjal		FALSE	Phase 1	2	Completing too many quests in Hyjal will make these basilisks disappear. You would have to almost complete the zone, however. This means you may find less competition from high level players, but instead from low level ones trying to complete the quest you skipped. Any high-level basilisk has a 50% chance to drop their "liver".		80.6, 51.2; 83.0, 51.6; 86.4, 53.2; 87.6, 52.8; 87.4, 49.0; 90.6, 48.6; 90.2, 51.4; 88.8, 54.6; 86.6, 56.8; 83.6, 56.8	
				Drop	Master Chef's Groceries	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Getting to the Master Chef is a bit dangerous, requiring a half-halo path whichever direction you go. He is located in a hut in the northeastern corner of Zul'Gurub. Make sure not to miss him as he is neutral (yellow), minding his own cooking. The Groceries box contains 18-20 of a random Cataclysm meat, seemingly preferring Snake Eyes with double the drop rates of all other options. Killing only minibosses like the Master Chef does NOT lock you to Zul'Gurub, allowing you to reset the instance and kill them again.	57.4, 27.6		
				Sold	Crate of Tasty Meat	~	~	Cooking	FALSE	Phase 2	0	May be purchased for two Epicurean's Awards each from cooking suppliers in your capital cities. Contains two slots which are each 2-5 of any Cataclysm meat including the same one twice, like the Small Spice Bag awarded from Dalaran cooking dailies. You should prioritise getting the recipes you want as 7 random meat, 14 mob kills' worth, isn't a lot for two days of awards. However, the daily quests require only character level 10 and Cooking 1, so any alts you have can quickly complete dailies and purchase meat to be cooked by your main.			
			Blackbelly Mudfish												
				Drop	Gub's Catch	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Dropped by Gub, catcher of Gub's Catch. He is located on the bridge leading north to Hakkar's temple, immediately left after going straight at the entrance and crossing the first bridge. Always drops his catch which contains 18-20 of one of Fathom Eel, Deepsea Sagefish, Lavascale Catfish, or Algaefin Rockfish. There is only one Catch for the group to share, however, he does not lock you to Zul'Gurub when defeated and can be struck by multiple applications of the frost cauldron, making him easy to kill, reset, and farm.	41.3, 44.5		
				Fished	Open water & schools	19.7, 89.4	Uldum	Fishing	FALSE	Phase 1	1	The odds of fishing a Mudfish from open water are not great, as you may have learned fishing its Nagrandian cousin. However, there are schools of Mudfish spawns all over Uldum's fresh water, and going by old comments there are so many you won't ever run out even with competition.			
			Blood Shrimp												
				Drop	Master Chef's Groceries	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Getting to the Master Chef is a bit dangerous, requiring a half-halo path whichever direction you go. He is located in a hut in the northeastern corner of Zul'Gurub. Make sure not to miss him as he is neutral (yellow), minding his own cooking. The Groceries box contains 18-20 of a random Cataclysm meat, seemingly preferring Snake Eyes with double the drop rates of all other options. Killing only minibosses like the Master Chef does NOT lock you to Zul'Gurub, allowing you to reset the instance and kill them again.	57.4, 27.6		
				Drop	Abyssal Clam	66.4, 65.9	Vashj'ir: Kelp'thar Forest; Vashj'ir: Shimmering Expanse; Vashj'ir: Abyssal Depths	~	FALSE	Phase 1	1	Abyssal Clams are dropped by naga, gilblin, murlocs, and Uldum's Neferset. (Because cats like fish.) They contain 1-2 Shrimp each and have a chance for vendor trash pearls.			
				Sold	Crate of Tasty Meat	~	~	Cooking	FALSE	Phase 2	0	May be purchased for two Epicurean's Awards each from cooking suppliers in your capital cities. Contains two slots which are each 2-5 of any Cataclysm meat including the same one twice, like the Small Spice Bag awarded from Dalaran cooking dailies. You should prioritise getting the recipes you want as 7 random meat, 14 mob kills' worth, isn't a lot for two days of awards. However, the daily quests require only character level 10 and Cooking 1, so any alts you have can quickly complete dailies and purchase meat to be cooked by your main.			
			Crocolisk Tail												
				Drop	Baradin Crocolisk	67.9, 53.2	Tol Barad	~	FALSE	Phase 1	3	Hyperspawn. Found in the swamp west of the fortress, while it is high level, it respawns very fast when farmed and also gives you access to Savage Leather or Whiptail while you are in the area, if you have the proper skills.		39.6, 39.6; 40.8, 42.4; 45.6, 43.2; 45.4, 46.6; 43.8, 50.6; 44.8, 56.0; 42.6, 53.6; 40.6, 55.6; 37.8, 55.6; 35.8, 53.2; 34.4, 47.6; 34.6, 42.4; 37.4, 42.4	
				Drop	Other Cataclysm Crocolisks	19.7, 89.4	Uldum	~	FALSE	Phase 1	1	Most anywhere you can dip a toe into the water in Uldum, you'll find crocs. They each feature a drop chance of just about 50% for tail, which is a lot better than the asses of bears or the brains of basilisks, so don't worry and kill some wherever you like. This is also handily combined with skinning or gathering Whiptail.			
				Drop	Master Chef's Groceries	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Getting to the Master Chef is a bit dangerous, requiring a half-halo path whichever direction you go. He is located in a hut in the northeastern corner of Zul'Gurub. Make sure not to miss him as he is neutral (yellow), minding his own cooking. The Groceries box contains 18-20 of a random Cataclysm meat, seemingly preferring Snake Eyes with double the drop rates of all other options. Killing only minibosses like the Master Chef does NOT lock you to Zul'Gurub, allowing you to reset the instance and kill them again.	57.4, 27.6		
				Sold	Crate of Tasty Meat	~	~	Cooking	FALSE	Phase 2	0	May be purchased for two Epicurean's Awards each from cooking suppliers in your capital cities. Contains two slots which are each 2-5 of any Cataclysm meat including the same one twice, like the Small Spice Bag awarded from Dalaran cooking dailies. You should prioritise getting the recipes you want as 7 random meat, 14 mob kills' worth, isn't a lot for two days of awards. However, the daily quests require only character level 10 and Cooking 1, so any alts you have can quickly complete dailies and purchase meat to be cooked by your main.			
			Deepsea Sagefish												
				Fished	Deepsea Sagefish School	87.8, 56.4	Twilight Highlands	Fishing	FALSE	Phase 1	2	Spawns along the eastern coast and river delta of the Twilight Highlands. Also drops Azshara's Veil some 10% of the time, which may be more interesting than the fishies.			
				Fished	Ocean water	~	~	Fishing	FALSE	Phase 1	0	Found at decent rates in any ocean water touched by a high-level zone.			
				Drop	Gub's Catch	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Dropped by Gub, catcher of Gub's Catch. He is located on the bridge leading north to Hakkar's temple, immediately left after going straight at the entrance and crossing the first bridge. Always drops his catch which contains 18-20 of one of Fathom Eel, Deepsea Sagefish, Lavascale Catfish, or Algaefin Rockfish. There is only one Catch for the group to share, however, he does not lock you to Zul'Gurub when defeated and can be struck by multiple applications of the frost cauldron, making him easy to kill, reset, and farm.	41.3, 44.5		
			Delicate Wing												
				Drop	Diseased Vulture	18.7, 89.1	Uldum		FALSE	Phase 1	2	Eating their parasite-riddled meat may be a bad idea (to the point that your character gives themselves a quest to rid the world of them!) but they are plentiful and very easy to kill with a 50% drop rate for Delicate Wings on top, compared to the 25% of other birds. In early builds, completing Put The Baby In The Cradle may phase you out from Diseased Vultures, but in Classic you should still find them higher in the sky. Aggro them on your flying mount and go down to kill them.		47.6, 67.8; 46.2, 69.0; 46.8, 72.6; 45.4, 73.6; 43.6, 73.6; 41.2, 72.4; 40.2, 66.2; 41.6, 64.8; 44.4, 67.6	
				Drop	Master Chef's Groceries	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Getting to the Master Chef is a bit dangerous, requiring a half-halo path whichever direction you go. He is located in a hut in the northeastern corner of Zul'Gurub. Make sure not to miss him as he is neutral (yellow), minding his own cooking. The Groceries box contains 18-20 of a random Cataclysm meat, seemingly preferring Snake Eyes with double the drop rates of all other options. Killing only minibosses like the Master Chef does NOT lock you to Zul'Gurub, allowing you to reset the instance and kill them again.	57.4, 27.6		
				Drop	Other Cataclysm birds of prey	16.0, 78.9	~	~	FALSE	Phase 1	1	All birds that drop Wings have about a 25% chance to do so. Pick one you like and get killing. Noteworthy among them is the Greater Roc between Feralas and Silithus. If all other spots are taken, this out of the way bird not relevant to anything may help.			
				Sold	Crate of Tasty Meat	~	~	Cooking	FALSE	Phase 2	0	May be purchased for two Epicurean's Awards each from cooking suppliers in your capital cities. Contains two slots which are each 2-5 of any Cataclysm meat including the same one twice, like the Small Spice Bag awarded from Dalaran cooking dailies. You should prioritise getting the recipes you want as 7 random meat, 14 mob kills' worth, isn't a lot for two days of awards. However, the daily quests require only character level 10 and Cooking 1, so any alts you have can quickly complete dailies and purchase meat to be cooked by your main.			
			Dragon Flank												
				Drop	Stone Drake	51.6, 51.1	Deepholm	~	FALSE	Phase 1	1	Literally fall from the sky stunned, wounded, and easy to kill. Reports differ on their actual drop chance, but signs point to it being 50% which is great.		37.6, 16.8; 37.6, 18.6; 37.0, 20.0; 34.6, 21.2; 33.2, 20.6; 33.6, 19.2; 35.4, 16.2	
				Drop	Other Cataclysm Dragons	87.8, 56.4	Mount Hyjal; Deepholm; Twilight Highlands	~	FALSE	Phase 1	1	For the purposes of their meat, dragons don't vary much from a 50% drop chance all round, so find a pretty one and go get its flank.			
				Drop	Master Chef's Groceries	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Getting to the Master Chef is a bit dangerous, requiring a half-halo path whichever direction you go. He is located in a hut in the northeastern corner of Zul'Gurub. Make sure not to miss him as he is neutral (yellow), minding his own cooking. The Groceries box contains 18-20 of a random Cataclysm meat, seemingly preferring Snake Eyes with double the drop rates of all other options. Killing only minibosses like the Master Chef does NOT lock you to Zul'Gurub, allowing you to reset the instance and kill them again.	57.4, 27.6		
				Sold	Crate of Tasty Meat	~	~	Cooking	FALSE	Phase 2	0	May be purchased for two Epicurean's Awards each from cooking suppliers in your capital cities. Contains two slots which are each 2-5 of any Cataclysm meat including the same one twice, like the Small Spice Bag awarded from Dalaran cooking dailies. You should prioritise getting the recipes you want as 7 random meat, 14 mob kills' worth, isn't a lot for two days of awards. However, the daily quests require only character level 10 and Cooking 1, so any alts you have can quickly complete dailies and purchase meat to be cooked by your main.			
			Fathom Eel												
				Fished	Fathom Eel Swarm	19.7, 89.4	Uldum; Tol Barad Peninsula	Fishing	FALSE	Phase 1	3	Found along Uldum's ocean coast and all over Tol Barad Peninsula, the northern contested zone. Can also contain Volatile Water and Azshara's Veil, when you really just wanted your feast fish.			
				Fished	Ocean water	~	~	Fishing	FALSE	Phase 1	0	Found at decent rates in any ocean water touched by a high-level zone.			
				Drop	Gub's Catch	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Dropped by Gub, catcher of Gub's Catch. He is located on the bridge leading north to Hakkar's temple, immediately left after going straight at the entrance and crossing the first bridge. Always drops his catch which contains 18-20 of one of Fathom Eel, Deepsea Sagefish, Lavascale Catfish, or Algaefin Rockfish. There is only one Catch for the group to share, however, he does not lock you to Zul'Gurub when defeated and can be struck by multiple applications of the frost cauldron, making him easy to kill, reset, and farm.	41.3, 44.5		
			Giant Turtle Tongue												
				Drop	Vashj'ir turtles	66.4, 65.9	Vashj'ir: Kelp'thar Forest; Vashj'ir: Shimmering Expanse; Vashj'ir: Abyssal Depths	Quest	FALSE	Phase 1	1	Given they are not relevant to any quests nor are their drops very useful, it should not be hard to find any of these turtles. Completing the introductory to Vashj'ir is not strictly required but very fast and will make this much easier.			
				Drop	Master Chef's Groceries	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Getting to the Master Chef is a bit dangerous, requiring a half-halo path whichever direction you go. He is located in a hut in the northeastern corner of Zul'Gurub. Make sure not to miss him as he is neutral (yellow), minding his own cooking. The Groceries box contains 18-20 of a random Cataclysm meat, seemingly preferring Snake Eyes with double the drop rates of all other options. Killing only minibosses like the Master Chef does NOT lock you to Zul'Gurub, allowing you to reset the instance and kill them again.	57.4, 27.6		
				Drop	Tor-Tun	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Reportedly, Tor-Tun can be struck by frost cauldrons multiple times, making them simple to kill or even solo. They drop an average of 6 Earth, but you should bring a skinner if possible as they have very valuable skin. You can reset and go again if no actual bosses have been killed. They drop a Tongue occasionally, but you should be more interested in their other drops and skin.	46.0, 55.6		
				Sold	Crate of Tasty Meat	~	~	Cooking	FALSE	Phase 2	0	May be purchased for two Epicurean's Awards each from cooking suppliers in your capital cities. Contains two slots which are each 2-5 of any Cataclysm meat including the same one twice, like the Small Spice Bag awarded from Dalaran cooking dailies. You should prioritise getting the recipes you want as 7 random meat, 14 mob kills' worth, isn't a lot for two days of awards. However, the daily quests require only character level 10 and Cooking 1, so any alts you have can quickly complete dailies and purchase meat to be cooked by your main.			
			Highland Guppy												
				Fished	Highland Guppy School	87.8, 56.4	Twilight Highlands	Fishing	FALSE	Phase 1	4	Only spawns upriver and in Loch Verrall, which makes some sense since despite their name most of the Twilight Highlands are at sea level. It's certainly worth to fish these schools when you find them, but there are two issues: For one, since it is used in the good feast and does not drop from Gub's Catch for some reason, you can expect heavy competition. For two, the schools are linked with Deepsea Sagefish schools along the coast. You can try fishing those out if you can't find any Highland Guppy schools, but others will likely take them while you are at the coast. If there is competition, you may be better off simply fishing open water along the river or loch.		26.9, 62.1; 33.1, 58.6; 35.4, 59.0; 42.3, 54.5; 35.4, 61.1; 34.4, 64.2; 28.4, 66.0|49.6, 42.3; 56.2, 37.0; 62.9, 41.3	
				Fished	Open water	87.8, 56.4	Twilight Highlands	Fishing	FALSE	Phase 1	0	Only found in Loch Verrall and its draining river.			
			Lavascale Catfish												
				Drop	Gub's Catch	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Dropped by Gub, catcher of Gub's Catch. He is located on the bridge leading north to Hakkar's temple, immediately left after going straight at the entrance and crossing the first bridge. Always drops his catch which contains 18-20 of one of Fathom Eel, Deepsea Sagefish, Lavascale Catfish, or Algaefin Rockfish. There is only one Catch for the group to share, however, he does not lock you to Zul'Gurub when defeated and can be struck by multiple applications of the frost cauldron, making him easy to kill, reset, and farm.	41.3, 44.5		
				Fished	Lost City of the Tol'vir	20.3, 89.2	Lost City of the Tol'vir	Group	FALSE	Phase 1	0	It takes a little effort to get past the initial trash, but once you've made it to the water, fish away. Drops are good and no one's coming to bother you.			
				Fished	Open water	51.6, 51.1	Uldum; Deepholm	Fishing	FALSE	Phase 1	0	Reportedly, odds are worse in Uldum than in Deepholm, but the data may be skewed since Uldum has a coast and the Lavascale Catfish only appears in fresh water (and lava, and mercury...) Note that it cannot be fished in lava found elsewhere. There are no schools, so fish away at the open water.		::75.8, 31.5; 78.6, 40.4; 79.0, 44.5; 78.1, 53.7; 76.6, 54.6; 78.0, 43.9; 74.5, 41.5; 71.7, 42.8; 70.5, 48.6; 69.3, 46.0; 69.4, 42.7; 70.3, 41.3; 75.2, 40.4; 75.1, 34.7|70.9, 36.5; 70.9, 37.8; 68.4, 37.5; 68.4, 36.8|71.5, 58.4; 72.9, 58.9; 74.5, 60.3; 75.9, 64.6; 76.1, 66.8; 75.6, 67.8; 71.3, 63.6|67.5, 67.3; 68.6, 70.1; 71.5, 69.5; 71.0, 70.7; 70.2, 71.0; 67.4, 70.7; 66.8, 69.4|60.5, 57.0; 62.6, 62.2; 56.0, 59.0; 59.6, 56.4|47.0, 87.9; 47.9, 88.9; 47.5, 89.9; 45.2, 89.4; 46.4, 88.1|27.5, 27.3; 31.5, 31.2; 30.3, 35.1; 27.7, 40.4; 26.5, 41.8; 25.6, 37.5; 23.0, 35.1; 26.0, 31.9; 26.9, 30.1	
			Monstrous Claw												
				Drop	King Crawler	16.0, 78.9	Feralas	~	TRUE	Phase 1	2	Despite being in Feralas, the crawlers are level 83 or 84. They are clustered together and simple to kill where most other mobs dropping Monstrous Claws are underwater. They even have one of the highest drop rates for Deepsea Scales, which is interesting because crabs don't have scales.		75.8, 68.2; 75.8, 74.0; 73.6, 75.6; 68.2, 76.8; 67.0, 75.6; 66.6, 69.0; 68.2, 74.8; 71.4, 72.6; 72.0, 69.0	
				Drop	Vashj'ir crustaceans	66.4, 65.9	Vashj'ir: Kelp'thar Forest; Vashj'ir: Shimmering Expanse; Vashj'ir: Abyssal Depths	Quest	FALSE	Phase 1	1	Not all of these mobs are strictly speaking crabs, some of them are quest-relevant, some not. It should be easy to find one that you can grind well, such as Silversand Burrowers in the southeast.			
				Drop	Spiny Tidecrawler	67.9, 53.0	Tol Barad Peninsula	~	FALSE	Phase1	1	If you can't be bothered completing like four quests to get your Vashj'ir sea legs, these crabbos have the same 50% drop rate as any other crab.		49.0, 14.0; 52.6, 18.6; 49.8, 23.4; 49.6, 27.0; 55.0, 33.0; 52.2, 36.6; 48.2, 30.6; 47.8, 26.8; 41.6, 19.4; 41.2, 17.0; 45.6, 15.0|38.6, 49.8; 36.4, 51.0; 31.6,51.6; 32.8, 50.2	
				Drop	Master Chef's Groceries	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Getting to the Master Chef is a bit dangerous, requiring a half-halo path whichever direction you go. He is located in a hut in the northeastern corner of Zul'Gurub. Make sure not to miss him as he is neutral (yellow), minding his own cooking. The Groceries box contains 18-20 of a random Cataclysm meat, seemingly preferring Snake Eyes with double the drop rates of all other options. Killing only minibosses like the Master Chef does NOT lock you to Zul'Gurub, allowing you to reset the instance and kill them again.	57.4, 27.6		
				Sold	Crate of Tasty Meat	~	~	Cooking	FALSE	Phase 2	0	May be purchased for two Epicurean's Awards each from cooking suppliers in your capital cities. Contains two slots which are each 2-5 of any Cataclysm meat including the same one twice, like the Small Spice Bag awarded from Dalaran cooking dailies. You should prioritise getting the recipes you want as 7 random meat, 14 mob kills' worth, isn't a lot for two days of awards. However, the daily quests require only character level 10 and Cooking 1, so any alts you have can quickly complete dailies and purchase meat to be cooked by your main.			
			Mountain Trout												
				Fished	Mountain Trout School	23.8, 40.6	Mount Hyjal	Fishing	FALSE	Phase 1	2	Schools spawn all around the zone in water, and notably on the border between Hyjal and Azshara. Check the waterfalls for profit.			
				Fished	Open water	23.8, 43.6	Mount Hyjal	Fishing	FALSE	Phase 1	0	Can be fished anywhere here.			
			Murglesnout												
				Fished	Ocean water	~	~	Fishing	FALSE	Phase 1	0	Found at rates so high you'll learn to curse its rotten name while it gets in the way of anything useful, in any ocean water touched by a high-level zone.			
			Sharptooth												
				Fished	Open water	~	Any	Fishing	FALSE	Phase 1	0	Found at high rates in anything that is not ocean water, including lava, liquid mercury, and the quenching pools of certain forges. Resilient buggers.			
			Snake Eye												
				Drop	Brinescale Serpent	68.9, 62.4	Vashj'ir: Kelp'thar Forest	Quest	FALSE	Phase 1	1	Despite being a serpent and not a snake (toss us nerds an anatomically correct bone, Blizzard!), this is the only farmable mob to drop Snake Eyes.		57.8, 35.0; 59.2, 40.2; 58.0, 40.6; 55.2, 38.8; 55.2, 37.6; 56.6, 35.4	
				Drop	Master Chef's Groceries	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Getting to the Master Chef is a bit dangerous, requiring a half-halo path whichever direction you go. He is located in a hut in the northeastern corner of Zul'Gurub. Make sure not to miss him as he is neutral (yellow), minding his own cooking. The Groceries box contains 18-20 of a random Cataclysm meat, seemingly preferring Snake Eyes with double the drop rates of all other options. Killing only minibosses like the Master Chef does NOT lock you to Zul'Gurub, allowing you to reset the instance and kill them again.	57.4, 27.6		
				Sold	Crate of Tasty Meat	~	~	Cooking	FALSE	Phase 2	0	May be purchased for two Epicurean's Awards each from cooking suppliers in your capital cities. Contains two slots which are each 2-5 of any Cataclysm meat including the same one twice, like the Small Spice Bag awarded from Dalaran cooking dailies. You should prioritise getting the recipes you want as 7 random meat, 14 mob kills' worth, isn't a lot for two days of awards. However, the daily quests require only character level 10 and Cooking 1, so any alts you have can quickly complete dailies and purchase meat to be cooked by your main.			
			Stag Flank												
				Drop	Weakened Mosshoof Stag, Darkshore Stag, Brown Stag	~	~	~	FALSE	Phase 1	1	Brown Stags can only be found in the Worgen starting zone version of Gilneas, so if you are not a fresh worgen, you'll have to seek your stag butts outside of Orgrimmar or in Darkshore.			
			Striped Lurker												
				Fished	Open fresh water	23.8, 40.6	Mount Hyjal; Twilight Highlands	Fishing	FALSE	Phase 1	0	There are no pools of Striped Lurkers. Simply fish in fresh water and they will come to you in time.			
			Toughened Flesh												
				Drop	Animals without other meat drops	~	Any	~	FALSE	Phase 1	1	If you are looking for specifically Toughened Flesh, find an animal you like that Blizzard didn't bother making a specific meat for. Examples are hyenas and gazelles in Uldum, dogs in the Twilight Highlands, and high-level elk and stags.			
				Drop	Master Chef's Groceries	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Getting to the Master Chef is a bit dangerous, requiring a half-halo path whichever direction you go. He is located in a hut in the northeastern corner of Zul'Gurub. Make sure not to miss him as he is neutral (yellow), minding his own cooking. The Groceries box contains 18-20 of a random Cataclysm meat, seemingly preferring Snake Eyes with double the drop rates of all other options. Killing only minibosses like the Master Chef does NOT lock you to Zul'Gurub, allowing you to reset the instance and kill them again.	57.4, 27.6		
				Sold	Crate of Tasty Meat	~	~	Cooking	FALSE	Phase 2	0	May be purchased for two Epicurean's Awards each from cooking suppliers in your capital cities. Contains two slots which are each 2-5 of any Cataclysm meat including the same one twice, like the Small Spice Bag awarded from Dalaran cooking dailies. You should prioritise getting the recipes you want as 7 random meat, 14 mob kills' worth, isn't a lot for two days of awards. However, the daily quests require only character level 10 and Cooking 1, so any alts you have can quickly complete dailies and purchase meat to be cooked by your main.			
Metal	Elementium Ore	#cccccc													
			Elementium Bar												
				Crafted	Smelt Elementium	~	~	Mining	FALSE	Phase 1	0	2 Elementium Ore per bar.			Metal, Elementium Ore
			Elementium Ore												
				Drop	Giant Sack	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Dropped by Mor'Lek the Dismantler and Kaulema the Mover, respectively in front of the stairs above the Coil (where you used to hand in enchantments) and two right turns uphill from Mor'Lek, this bag contains an average of 11.4 Elementium Ore and two of either Nightstone, Jasper, or Zephyrite. It can be obtained from each of the two trolls per instance. If you don't kill an actual boss, even though Zul'Gurub requires Heroic difficulty, you can simply reset the instance and kill them again.	53.2, 62.8; 56.6, 55.7		
